admin_id,registration_id,Manufacturer,registration,aircraft_id
1,7145,De Havilland Canada,N7666,809
1,6293,Curtiss ,N1386N,17
1,13068,Lockheed ,61-2644,506
1,10699,Fairchild ,N4905,810
1,11755,Ilyushin ,640,266
1,10396,Fairchild ,12695/BW-E,206
1,7463,Dornier ,N7154,811
1,9920,Douglas ,VR-BCY,802
1,13534,Lockheed ,N7314C,429
1,6932,De Havilland Canada,CF-XJM,304
1,3419,Boeing ,N494PA,658
1,13475,Lockheed ,N60G,224
1,10555,Fairchild ,54-600,673
1,8062,Douglas ,43-49274,676
1,6929,De Havilland Canada,CF-RNO,304
1,10502,Fairchild ,51-2667,206
1,10576,Fairchild ,54-708,394
1,4789,CASA ,T.2B-235,7
1,8305,Douglas ,5Y-ADI,32
1,5937,Convair ,N5802,609
1,13538,Lockheed ,N760AL,733
1,7790,Douglas ,2013,12
1,10039,Douglas ,XB-POH,10
1,3561,Boeing ,N799PA,786
1,2703,Boeing ,4X-ATR,812
1,5906,Convair ,N2045,609
1,7671,Douglas Aircraft Company,N974Z,813
1,3621,Boeing ,OD-AFC,814
1,7371,De Havilland,OD-ADR,545
1,9564,Douglas ,OD-AEI,293
1,9567,Douglas ,OD-AEY,428
1,14487,Sud Aviation,OD-AEE,591
1,7370,De Havilland,OD-ADQ,545
1,9560,Douglas ,OD-ADI,75
1,15106,Vickers ,OD-ACT,570
1,14488,Sud Aviation,OD-AEF,591
1,14959,Vickers ,9G-ABP,815
1,9565,Douglas ,OD-AEK,293
1,6008,Convair ,OD-AEW,587
1,6009,Convair ,OD-AEX,587
1,7372,De Havilland,OD-ADS,545
1,14223,Sabreliner,62-4502,816
1,8016,Douglas ,43-48702,772
1,15152,Vickers ,VH-RMQ,817
1,10031,Douglas ,XA-SAE,10
1,12953,Lockheed ,454,649
1,8435,Douglas ,B-309,10
1,9784,Douglas ,SX-DAD,125
1,4437,Britten-Norman,N587JA,708
1,12811,Lockheed ,140160,559
1,3921,Boeing ,YA-FAR,818
1,5940,Convair ,N5825,609
1,8913,Douglas ,HK-1028,18
1,1133,Antonov ,CCCP-70940,109
1,9718,Douglas ,PP-SPR,10
1,7559,Douglas Aircraft Company,LN-MOO,808
1,2780,Boeing ,59-1491,819
1,4436,Britten-Norman,N584JA,803
1,2054,BAC ,G-ASJJ,613
1,10101,Douglas ,YA-AAB,8
1,3608,Boeing ,N973PS,820
1,8357,Douglas ,949,10
1,9996,Douglas ,VT-DTH,10
1,6657,De Havilland Canada,60-5434,707
1,3512,Boeing ,N7434U,774
1,1658,Antonov ,SP-LTE,680
1,13157,Lockheed ,67-21476,821
1,13095,Lockheed ,63-7780,649
1,2720,Boeing ,52-0904,822
1,6177,Curtiss ,CP-745,2
1,15147,Vickers ,TC-SET,413
1,6324,Curtiss ,N5133B,26
1,6048,Convair ,YU-ADL,633
1,13140,Lockheed ,65-0990,823
1,8914,Douglas ,HK-1065,178
1,8150,Douglas ,45-1133,804
1,7578,Douglas Aircraft Company,N1304T,824
1,10632,Fairchild ,CF-PAP,651
1,12780,Lockheed ,131487,625
1,7760,Douglas ,14+05,12
1,13970,Nord ,52+57,380
1,6620,De Havilland Canada,55-3271,286
1,6252,Curtiss ,HK-683,17
1,6104,Curtiss ,71-1134,17
1,8428,Douglas ,B-241,5
1,9961,Douglas ,VT-CJH,10
1,9195,Douglas ,N15570,825
1,2700,Boeing ,4X-ABB,826
1,15027,Vickers ,G-AODG,519
1,9075,Douglas ,IJ820,19
1,11365,Handley ,B-2009,827
1,10952,Fokker ,PH-ZAA,828
1,6689,De Havilland Canada,63-9762,745
1,12816,Lockheed ,140964,559
1,11634,Howard ,N3403,322
1,7282,De Havilland Canada,VP-FAM,304
1,702,Antonov ,CCCP-06214,781
1,7365,De Havilland,N563PR,353
1,12883,Lockheed ,152765,768
1,9402,Douglas ,N65134,10
1,13119,Lockheed ,64-0545,649
1,9295,Douglas ,N3821,54
1,3106,Boeing ,ET-ACQ,829
1,10622,Fairchild ,861,206
1,7731,Douglas Aircraft Company,YV-C-AVD,830
1,9020,Douglas ,HK-754,71
1,8340,Douglas ,704B,19
1,8189,Douglas ,4W-AAS,10
1,12038,Ilyushin ,SU-APC,748
1,15060,Vickers ,G-AVJA,425
1,9185,Douglas ,N142D,831
1,1024,Antonov ,CCCP-46751,547
1,13660,Lockheed ,XV180,832
1,2746,Boeing ,56-3602,378
1,13532,Lockheed ,N7311C,429
1,9586,Douglas ,OO-SBH,10
1,1171,Antonov ,CCCP-98316,109
1,877,Antonov ,CCCP-29390,537
1,6641,De Havilland Canada,5N-ABM,304
1,6312,Curtiss ,N3914,52
1,1659,Antonov ,SP-LTF,680
1,10055,Douglas ,XV-NUC,125
1,14971,Vickers ,CF-THK,439
1,12973,Lockheed ,5-112,649
1,819,Antonov ,CCCP-13667,109
1,8080,Douglas ,43-49540,31
1,10414,Fairchild ,3122,206
1,8673,Douglas ,ET-AAQ,10
1,6632,De Havilland Canada,59-2221,286
1,10719,Fairchild ,PI-C870,372
1,9682,Douglas ,PP-CBZ,24
1,8442,Douglas ,BJ913,12
1,12801,Lockheed ,135749,540
1,9316,Douglas ,N4296,115
1,6105,Curtiss ,9T-PLJ ?,42
1,12285,Learjet ,N515VW,833
1,6612,De Havilland Canada,3696,226
1,731,Antonov ,CCCP-09193,537
1,11063,Fokker ,VT-DOJ,449
1,9633,Douglas ,PI-C947,572
1,8431,Douglas ,B-251,10
1,8375,Douglas ,9G-AAF,10
1,9301,Douglas ,N3934C,75
1,13158,Lockheed ,67-21493,821
1,2998,Boeing ,CC-CAQ,834
1,14750,Tupolev ,CCCP-42436,497
1,13065,Lockheed ,61-2637,506
1,4920,Canadair ,N446T,683
1,8742,Douglas ,F-BELL,75
1,13400,Lockheed ,N221P,835
1,13912,Morane ,N760M,558
1,12815,Lockheed ,140962,559
1,9834,Douglas ,TC-28,32
1,13528,Lockheed ,N7260C,667
1,9723,Douglas ,PP-SPY,64
1,6282,Curtiss ,N1243N,52
1,8872,Douglas ,HB-IBT,836
1,3426,Boeing ,N52679,837
1,6055,Convair ,ZP-CDN,239
1,4000,Breguet ,303/82-PN,838
1,11221,Grumman ,AN.1-4,442
1,903,Antonov ,CCCP-32607,109
1,8894,Douglas ,HI-159,6
1,12858,Lockheed ,149814,665
1,10560,Fairchild ,54-639,673
1,8170,Douglas ,45481/82PX,839
1,3195,Boeing ,HK-1403,840
1,13657,Lockheed ,XA-SAC,67
1,6285,Curtiss ,N1247N,52
1,10096,Douglas ,XY-ACR,10
1,13098,Lockheed ,63-7789,649
1,14709,Transall ,F-14/61-MI,841
1,9536,Douglas ,N9982H,54
1,12983,Lockheed ,54-1629,842
1,10903,Fokker ,I-ATIT,843
1,13007,Lockheed ,56-0472,392
1,10393,FMA ,T-123,844
1,8745,Douglas ,F-BFCP,18
1,13081,Lockheed ,62-1831,649
1,9846,Douglas ,TF-AAE,71
1,12864,Lockheed ,151363,569
1,3911,Boeing ,XA-SEL,845
1,2842,Boeing ,62-4137,846
1,9771,Douglas ,SE-ERP,326
1,8210,Douglas ,50852,287
1,8082,Douglas ,43-49547,772
1,4030,Bristol ,F-BLHH,520
1,3105,Boeing ,ET-ACD,847
1,2363,Beech ,N2550A,848
1,9007,Douglas ,HK-500,10
1,27,ATL-98 ,HI-168,565
1,13060,Lockheed ,61-0965,506
1,11788,Ilyushin ,CCCP-52018,340
1,5887,Convair ,JA8028,463
1,14222,Sabreliner,62-4499,849
1,791,Antonov ,CCCP-11380,850
1,12108,Kaiser-Frazer,MM51-8154,352
1,11887,Ilyushin ,CCCP-91527,340
1,4778,CASA ,T.2B-191,7
1,15096,Vickers ,N7410,570
1,9875,Douglas ,TR-LNV,289
1,11884,Ilyushin ,CCCP-91495,266
1,8649,Douglas ,EC-BEO,360
1,11222,Grumman ,AN.1-7,442
1,729,Antonov ,CCCP-09168,537
1,2507,Beech ,N844NS,848
1,12923,Lockheed ,23490,506
1,14481,Sud Aviation,HS-TGK,515
1,9183,Douglas ,N139D,851
1,8969,Douglas ,HK-186,75
1,9015,Douglas ,HK-558,75
1,11633,Howard ,N320L,852
1,7381,De Havilland,TN-ABA,179
1,8381,Douglas ,9N-AAP,115
1,8380,Douglas ,9N-AAO,10
1,7122,De Havilland Canada,N558MA,809
1,1982,Avro ,LV-IEV,551
1,7744,Douglas ,101,299
1,13258,Lockheed ,CF-PWO,733
1,8777,Douglas ,F-OCKT,8
1,7764,Douglas ,150187,853
1,440,Airspeed ,G-ALZR,259
1,3553,Boeing ,N787TW,854
1,14430,Sud Aviation,7T-VAK,591
1,6675,De Havilland Canada,62-4186,745
1,10022,Douglas ,XA-JOT,71
1,6625,De Havilland Canada,57-6109,286
1,11509,Hawker ,G-ARPS,688
1,1387,Antonov ,OK-KHD,109
1,14483,Sud Aviation,I-DABF,591
1,3532,Boeing ,N7567A,855
1,989,Antonov ,CCCP-46248,764
1,13254,Lockheed ,CF-NAJ,390
1,13365,Lockheed ,N120A,72
1,8920,Douglas ,HK-115,54
1,7784,Douglas ,17254,856
1,13293,Lockheed ,F-BGNC,168
1,15171,Vickers ,VT-DJC,523
1,7661,Douglas Aircraft Company,N938PR,857
1,755,Antonov ,CCCP-11018,608
1,9783,Douglas ,SX-BBF?,6
1,1162,Antonov ,CCCP-96175,537
1,10026,Douglas ,XA-MOO,71
1,4051,Bristol ,G775,127
1,15263,Vickers ,WJ895,143
1,11527,Hawker ,HK-1408,647
1,8883,Douglas ,HC-ALK,5
1,11483,Hawker ,AF-601,741
1,11846,Ilyushin ,CCCP-75708,436
1,13299,Lockheed ,FAC-1002,506
1,959,Antonov ,CCCP-41971,109
1,3549,Boeing ,N776TW,858
1,12367,Learjet ,PP-FMX,619
1,11803,Ilyushin ,CCCP-61731,334
1,8037,Douglas ,43-49021,676
1,5970,Convair ,N8410H,216
1,13159,Lockheed ,67-21495,821
1,6189,Curtiss ,CP-834,2
1,7079,De Havilland Canada,N2711N,722
1,8826,Douglas ,FAE4341,8
1,8825,Douglas ,FAE1969,859
1,8817,Douglas ,FAC-685-A,8
1,789,Antonov ,CCCP-11377,608
1,14454,Sud Aviation,F-BHRY,515
1,7675,Douglas Aircraft Company,N988VJ,857
1,11854,Ilyushin ,CCCP-75791,500
1,6676,De Havilland Canada,62-4187,745
1,8236,Douglas ,52-0951,229
1,2068,BAC ,PI-C1131,860
1,9035,Douglas ,HR-SAH,8
1,9716,Douglas ,PP-SPP,5
1,6738,De Havilland Canada,942,861
1,15146,Vickers ,TC-SEC,413
1,5844,Convair ,CF-PWR,715
1,7762,Douglas ,14654/F-SCIB,12
1,10056,Douglas ,XV-NUG,11
1,3910,Boeing ,XA-SEJ,845
1,977,Antonov ,CCCP-44984,109
1,8606,Douglas ,CP-698,125
1,3425,Boeing ,N52676,837
1,11382,Handley ,G-AXEL,862
1,8033,Douglas ,43-48959,804
1,11157,Grumman ,152796,653
1,6779,De Havilland Canada,A4-147,623
1,13035,Lockheed ,58-0718,506
1,14867,Tupolev ,HA-LBC,678
1,3292,Boeing ,LV-ISC,863
1,14501,Sud Aviation,PP-PDX,591
1,8047,Douglas ,43-49100,772
1,10562,Fairchild ,54-642,673
1,10526,Fairchild ,52-5907,864
1,4456,Britten-Norman,N852JA,708
1,771,Antonov ,CCCP-11169,370
1,1046,Antonov ,CCCP-47772,764
1,7880,Douglas ,42-72611,40
1,8800,Douglas ,FAC-660,19
1,7634,Douglas Aircraft Company,N8634,865
1,13385,Lockheed ,N170L,67
1,12812,Lockheed ,140433,559
1,13923,NAMC ,JA8708,866
1,14955,Vickers ,4X-AVC,867
1,2279,Beech ,HK-1022,868
1,14087,Rockwell ,N236JP,705
1,966,Antonov ,CCCP-43847,109
1,6028,Convair ,SE-BSU,869
1,9133,Douglas ,LN-FOM,327
1,3734,Boeing ,PP-VJX,870
1,12185,Learjet ,N1021B,619
1,4767,CASA ,T.2B-133,7
1,2058,BAC ,LV-IZR,871
1,8508,Douglas ,CF-AAL,5
1,9339,Douglas ,N480G,9
1,10805,Fokker ,899,872
1,8410,Douglas ,AAQ,167
1,8036,Douglas ,43-49019,31
1,7308,De Havilland,CF-CFL,873
1,11844,Ilyushin ,CCCP-75699,436
1,13937,NAMC ,PP-CTL,874
1,14435,Sud Aviation,CC-CCO,875
1,788,Antonov ,CCCP-11376,850
1,9018,Douglas ,HK-728,54
1,14211,Sabreliner,59-2871,548
1,10712,Fairchild ,N7811M,796
1,14866,Tupolev ,HA-LBA,678
1,14956,Vickers ,5N-ABD,656
1,1655,Antonov ,SP-LTB,680
1,4579,Britten-Norman,VH-ATK,803
1,13025,Lockheed ,56-0533,392
1,9033,Douglas ,HR-ANA,10
1,979,Antonov ,CCCP-44995,109
1,1981,Avro ,LV-HHI,551
1,13048,Lockheed ,5N-85H,876
1,3591,Boeing ,N892PA,658
1,11032,Fokker ,TC-77,877
1,3132,Boeing ,F-BHSZ,878
1,14130,Rockwell ,SE-DCY,879
1,8497,Douglas ,CC-CBY,10
1,13445,Lockheed ,N410M,67
1,4273,Britten-Norman,9M-APE,708
1,4791,CASA ,T.2B-249,7
1,792,Antonov ,CCCP-11381,880
1,9785,Douglas ,SX-DAE,125
1,13917,NAMC ,HL5208,881
1,5767,Consolidated ,L-853,882
1,6185,Curtiss ,CP-800,2
1,13014,Lockheed ,56-0499,392
1,13925,NAMC ,JA8743,866
1,11574,Hawker ,PP-VDQ,647
1,13073,Lockheed ,62-1800,649
1,14099,Rockwell ,N403M,879
1,6266,Curtiss ,LV-GEB,2
1,13255,Lockheed ,CF-NAK,390
1,10589,Fairchild ,55-4562,673
1,2751,Boeing ,56-3629,378
1,10631,Fairchild ,CF-GNG,785
1,12932,Lockheed ,2450,649
1,8427,Douglas ,B-2005,125
1,15087,Vickers ,LX-LGC,425
1,10083,Douglas ,XW-TDJ,10
1,6415,Curtiss ,TI-1007C,2
1,6679,De Havilland Canada,63-9723,745
1,10934,Fokker ,OY-APB,883
1,7787,Douglas ,17284,695
1,14502,Sud Aviation,PP-PDZ,598
1,10065,Douglas ,XW-PGJ,6
1,13376,Lockheed ,N13VV,835
1,10572,Fairchild ,54-688,673
1,5866,Convair ,EC-BNM,587
1,10853,Fokker ,EC-BOD,843
1,5863,Convair ,EC-ATG,347
1,15170,Vickers ,VT-DJB,523
1,7579,Douglas Aircraft Company,N1308T,857
1,8303,Douglas ,5W-FAC,5
1,9119,Douglas ,L2-17/00,32
1,9557,Douglas ,OB-R-776,884
1,7380,De Havilland,SU-ANI,545
1,2243,Beech ,F-BRUF,848
1,5909,Convair ,N270L,201
1,15020,Vickers ,G-AMOA,250
1,11666,IAI ,4X-COJ,885
1,8963,Douglas ,HK-171,137
1,15062,Vickers ,G-AWXI,886
1,10959,Fokker ,PJ-FRE,883
1,6045,Convair ,XC-DOK,100
1,10809,Fokker ,9N-AAR,449
1,1040,Antonov ,CCCP-47701,764
1,14781,Tupolev ,CCCP-45083,644
1,1736,Antonov ,SU-AOK,680
1,6187,Curtiss ,CP-825,52
1,944,Antonov ,CCCP-40573,702
1,12839,Lockheed ,147571,338
1,1866,Antonov ,YR-AMT,680
1,1978,Avro ,LV-HGW,551
1,13603,Lockheed ,PP-VJP,412
1,11855,Ilyushin ,CCCP-75798,500
1,8288,Douglas ,59-0530,581
1,7176,De Havilland Canada,OO-HAD,887
1,7378,De Havilland,SU-ALE,545
1,7051,De Havilland Canada,N124PM,722
1,9824,Douglas ,TAM-11,6
1,8495,Douglas ,CC-CBT,5
1,8931,Douglas ,HK-1270,8
1,7531,Douglas Aircraft Company,HI-177,830
1,8389,Douglas ,9Q-CUP,10
1,12587,Lisunov ,CCCP-21504,36
1,11040,Fokker ,TC-TEZ,420
1,10536,Fairchild ,53-3156,888
1,5957,Convair ,N741J,138
1,8429,Douglas ,B-243,10
1,14490,Sud Aviation,OE-LCU,598
1,5871,Convair ,HB-ICD,587
1,6421,Curtiss ,TI-1065,42
1,11796,Ilyushin ,CCCP-61637,340
1,808,Antonov ,CCCP-12966,850
1,6769,De Havilland Canada,9N-RF9,722
1,14220,Sabreliner,62-4460,849
1,14973,Vickers ,CF-THY,439
1,12922,Lockheed ,23489,506
1,12591,Lisunov ,CCCP-58340,36
1,11367,Handley ,D-INAH,862
1,1236,Antonov ,DM-SBD,680
1,3192,Boeing ,HK-1337,801
1,8677,Douglas ,ET-AAY,125
1,1735,Antonov ,SU-AOC,680
1,10724,Fairchild ,PP-BUF,796
1,10640,Fairchild ,CP-677,302
1,12833,Lockheed ,145927,652
1,7637,Douglas Aircraft Company,N8925E,857
1,841,Antonov ,CCCP-25598,537
1,9204,Douglas ,N163J,32
1,10042,Douglas ,XC-CFE,53
1,7355,De Havilland,LV-AHN,435
1,6578,De Havilland Canada,12251,623
1,10847,Fokker ,CR-AIB,449
1,6782,De Havilland Canada,A4-193,623
1,7041,De Havilland Canada,M21-10,623
1,3275,Boeing ,JA8315,889
1,1045,Antonov ,CCCP-47751,764
1,14436,Sud Aviation,CN-CCV,515
1,6662,De Havilland Canada,61-2406,707
1,6674,De Havilland Canada,62-4180,745
1,11787,Ilyushin ,CCCP-52002,334
1,6683,De Havilland Canada,63-9746,745
1,2838,Boeing ,62-3535,378
1,4352,Britten-Norman,G-AXRJ,708
1,13019,Lockheed ,56-0510,890
1,6221,Curtiss ,HK-1281,17
1,13021,Lockheed ,56-0516,392
1,8671,Douglas ,EP-AGZ,5
1,8885,Douglas ,HC-AON,11
1,14213,Sabreliner,61-0640,548
1,7698,Douglas Aircraft Company,SE-DBE,808
1,707,Antonov ,CCCP-06333,537
1,11560,Hawker ,PI-C1022,647
1,3513,Boeing ,N743TW,758
1,8002,Douglas ,43-48402,772
1,12982,Lockheed ,54-1625,842
1,956,Antonov ,CCCP-41398,537
1,8434,Douglas ,B-308,10
1,3718,Boeing ,PP-SMC,891
1,10671,Fairchild ,MM52-6018,206
1,12106,Kaiser-Frazer,53-8155,892
1,7278,De Havilland Canada,VH-TGR,722
1,826,Antonov ,CCCP-15935,621
1,7659,Douglas Aircraft Company,N935F,893
1,4018,Bristol ,CF-WAG,894
1,5818,Convair ,52-5822,895
1,13388,Lockheed ,N174W,390
1,14958,Vickers ,6O-AAJ,443
1,11289,Grumman ,P-20..,638
1,6736,De Havilland Canada,9419,226
1,6214,Curtiss ,HI-170,52
1,10958,Fokker ,PI-C532,420
1,12256,Learjet ,N434EJ,619
1,9580,Douglas ,OO-AUX,64
1,9833,Douglas ,TC-17,32
1,894,Antonov ,CCCP-32463,537
1,139,Aero ,N111AS,896
1,10960,Fokker ,PJ-FRM,883
1,768,Antonov ,CCCP-11149,453
1,7914,Douglas ,43-15133,897
1,9444,Douglas ,N75430,8
1,8927,Douglas ,HK-121,8
1,6437,Curtiss ,YV-C-AMK,2
1,13156,Lockheed ,67-0172,898
1,7348,De Havilland,HR-ASN,179
1,13722,Martin ,N40412,253
1,7541,Douglas Aircraft Company,I-DIBD,830
1,6976,De Havilland Canada,G302,226
1,14887,Tupolev ,OK-NDD,386
1,10956,Fokker ,PI-C507,420
1,15070,Vickers ,HC-ART,367
1,3606,Boeing ,N94314,899
1,10,A.W. ,XP441,780
1,9658,Douglas ,PK-ZDF,10
1,1664,Antonov ,SP-LTL,680
1,11820,Ilyushin ,CCCP-75533,500
1,10530,Fairchild ,52-5935,888
1,11067,Fokker ,VT-DVG,449
1,6680,De Havilland Canada,63-9724,745
1,13544,Lockheed ,N8021,168
1,11030,Fokker ,TC-75,877
1,8507,Douglas ,CF-AAC,10
1,9059,Douglas ,I-DIWL,543
1,6618,De Havilland Canada,55-3250,286
1,1161,Antonov ,CCCP-93925,109
1,8265,Douglas ,53-047,900
1,10955,Fokker ,PI-C504,449
1,14341,Short ,N21CK,901
1,6600,De Havilland Canada,302,623
1,9193,Douglas ,N154R,8
1,4871,Canadair ,F-ZBAX,902
1,13936,NAMC ,PP-CTJ,874
1,7511,Douglas Aircraft Company,CF-TIW,903
1,9813,Douglas ,T.3-43,4
1,4060,Bristol ,LV-JNL,904
1,9825,Douglas ,TAM-17,6
1,6106,Curtiss ,9T-PLK,2
1,6194,Curtiss ,CP-914,2
1,7930,Douglas ,43-15583,32
1,737,Antonov ,CCCP-09303,905
1,5786,Consolidated ,N6459C,595
1,2050,BAC ,D-ANDY,906
1,884,Antonov ,CCCP-32106,537
1,1732,Antonov ,SU-ANZ,680
1,3593,Boeing ,N9005U,907
1,3026,Boeing ,D-ABEL,908
1,11521,Hawker ,G-AXPS,763
1,4276,Britten-Norman,9Q-CTS,708
1,10079,Douglas ,XW-TDC,5
1,10085,Douglas ,XW-TDO,5
1,7717,Douglas Aircraft Company,XA-SOE,813
1,953,Antonov ,CCCP-41295,702
1,9919,Douglas ,VR-BCT,494
1,876,Antonov ,CCCP-29387,537
1,7618,Douglas Aircraft Company,N785FT,909
1,5781,Consolidated ,N3191G,427
1,3294,Boeing ,LV-JMX,910
1,12860,Lockheed ,150685,665
1,13074,Lockheed ,62-1802,649
1,3503,Boeing ,N736PA,911
1,12872,Lockheed ,152159,569
1,11191,Grumman ,51-5305,643
1,10824,Fokker ,AP-ALM,449
1,5935,Convair ,N5603,587
1,775,Antonov ,CCCP-11188,453
1,13580,Lockheed ,OB-R-939,412
1,10583,Fairchild ,55-4527,673
1,981,Antonov ,CCCP-45215,537
1,13915,NAMC ,B-156,912
1,14888,Tupolev ,OK-TEB,644
1,11636,Howard ,N350Q,913
1,3317,Boeing ,N1340N,914
1,3274,Boeing ,JA8305,681
1,8157,Douglas ,45-602,59
1,821,Antonov ,CCCP-15238,537
1,9685,Douglas ,PP-CCL,10
1,11857,Ilyushin ,CCCP-75823,500
1,13550,Lockheed ,N855U,915
1,10032,Douglas ,XA-SAR,71
1,12834,Lockheed ,145928,652
1,8252,Douglas ,52-1049,900
1,4773,CASA ,T.2B-156,7
1,11068,Fokker ,VT-DWT,727
1,8546,Douglas ,CF-JRY,8
1,4512,Britten-Norman,PH-NVA,708
1,8178,Douglas ,48782,12
1,14769,Tupolev ,CCCP-45012,596
1,15354,Yakovlev ,CCCP-87690,916
1,8867,Douglas ,G-AVPW,10
1,15241,Vickers ,WF370,143
1,15245,Vickers ,WF385,143
1,15252,Vickers ,WF423,143
1,868,Antonov ,CCCP-28952,537
1,3525,Boeing ,N752PA,911
1,2702,Boeing ,4X-ATB,793
1,7598,Douglas Aircraft Company,N3329L,830
1,7600,Douglas Aircraft Company,N4863T,865
1,4457,Britten-Norman,N855JA,708
1,15056,Vickers ,G-ASGN,917
1,3582,Boeing ,N8715T,858
1,8873,Douglas ,HB-IDD,507
1,2076,BAC ,YR-BCB,918
1,7546,Douglas Aircraft Company,I-DIWZ,808
1,657,Antonov ,CCCP-02195,109
1,11041,Fokker ,TF-FIL,919
1,928,Antonov ,CCCP-35417,300
1,8433,Douglas ,B-305,920
1,758,Antonov ,CCCP-11031,608
1,9337,Douglas ,N47,84
1,13117,Lockheed ,64-0536,649
1,8648,Douglas ,EC-ATQ,360
1,13733,Martin ,N464M,253
1,10162,Douglas ,ZS-DKR,5
1,7337,De Havilland,G-APDL,435
1,8559,Douglas ,CF-TAR,8
1,12789,Lockheed ,131644,251
1,13564,Lockheed ,N9248R,921
1,672,Antonov ,CCCP-02833,537
1,5002,Catalina,N610FF,321
1,990,Antonov ,CCCP-46256,764
1,11828,Ilyushin ,CCCP-75578,500
1,12617,Lisunov ,CCCP-84771,36
1,13151,Lockheed ,66-8303,922
1,6087,Curtiss ,44-78118,62
1,14337,Short ,N123PA,901
1,6257,Curtiss ,HK-792,17
1,10730,Fairchild ,PT-DNZ,302
1,10624,Fairchild ,BK970,206
1,6118,Curtiss ,B-1543,17
1,11390,Handley ,I-TIVE,923
1,9786,Douglas ,SX-DAI,125
1,10150,Douglas ,ZK-AXS,5
1,7168,De Havilland Canada,N956SM,809
1,11790,Ilyushin ,CCCP-52054,340
1,7674,Douglas Aircraft Company,N97S,857
1,11753,Ilyushin ,616,266
1,14079,Rockwell ,N100RC,705
1,14424,Steward-Davis ,N5584V,628
1,9383,Douglas ,N6113C,125
1,11667,IAI ,4X-IAI,924
1,9612,Douglas ,PI-C15,10
1,9637,Douglas ,PI-C9,10
1,9631,Douglas ,PI-C944,115
1,13971,Nord ,52+79,380
1,11394,Handley ,PI-C869,925
1,10590,Fairchild ,55-4574,673
1,7601,Douglas Aircraft Company,N4909C,865
1,10565,Fairchild ,54-649,673
1,843,Antonov ,CCCP-25611,537
1,3555,Boeing ,N790TW,926
1,2711,Boeing ,4X-FPS/037,230
1,4958,Canadair ,TF-LLG,927
1,7837,Douglas ,411,19
1,9978,Douglas ,VT-CZC,10
1,9689,Douglas ,PP-CDH,24
1,2075,BAC ,YR-BCA,918
1,11158,Grumman ,155120,653
1,13684,MBB ,D-CIRO,654
1,738,Antonov ,CCCP-09305,905
1,1980,Avro ,LV-HHH,551
1,9584,Douglas ,OO-CTL,125
1,13887,Morane ,84,375
1,6622,De Havilland Canada,55-3298,286
1,7361,De Havilland,N36MK,928
1,3585,Boeing ,N8790R,929
1,13999,Nord ,CF-BCR,930
1,14002,Nord ,F-BNGB,931
1,11853,Ilyushin ,CCCP-75773,500
1,10833,Fokker ,AP-AUV,449
1,7376,De Havilland,SU-ALC,545
1,9453,Douglas ,N7,10
1,14456,Sud Aviation,F-BNKI,515
1,1839,Antonov ,VT-DZB,781
1,3534,Boeing ,N7595A,855
1,14238,Scottish ,G-ARBA,441
1,2310,Beech ,N12RA,932
1,6664,De Havilland Canada,62-12584,745
1,12837,Lockheed ,147564,338
1,11978,Ilyushin ,LZ-BED,748
1,11519,Hawker ,G-AWZA,933
1,7389,De Havilland,XP915,934
1,6210,Curtiss ,FAP-331 ?,62
1,13963,Nord ,44/F-RBOA,935
1,14097,Rockwell ,N400CP,705
1,11848,Ilyushin ,CCCP-75727,436
1,8796,Douglas ,FAC-653,19
1,751,Antonov ,CCCP-11000,608
1,11479,Hawker ,9G-ABW,647
1,14513,Sud Aviation,XU-JTA,515
1,14407,Short ,T-701,936
1,3871,Boeing ,VT-DJI,607
1,10897,Fokker ,HL5212,883
1,15278,Vickers ,YV-C-AMV,937
1,7945,Douglas ,43-15975,32
1,7509,Douglas Aircraft Company,CF-CPQ,903
1,3851,Boeing ,VH-TJA,938
1,813,Antonov ,CCCP-12996,608
1,11058,Fokker ,VT-DMA,420
1,11889,Ilyushin ,CCCP-91535,340
1,6274,Curtiss ,N10012,17
1,10601,Fairchild ,56-4373,783
1,9184,Douglas ,N14273,8
1,9370,Douglas ,N55L,5
1,12845,Lockheed ,148318,939
1,787,Antonov ,CCCP-11374,850
1,7654,Douglas Aircraft Company,N92S,813
1,6412,Curtiss ,TAM-60,2
1,8821,Douglas ,FAC-692,940
1,9538,Douglas ,N99H,5
1,13067,Lockheed ,61-2642,506
1,4774,CASA ,T.2B-157,7
1,9158,Douglas ,LV-JTC,941
1,3918,Boeing ,XW-PGR,566
1,9877,Douglas ,TT-DAA,289
1,6191,Curtiss ,CP-908,17
1,8882,Douglas ,HC-ALC,10
1,9242,Douglas ,N25,10
1,25,ATL-98 ,G-APNH,942
1,10566,Fairchild ,54-650,673
1,7682,Douglas Aircraft Company,PH-DCM,943
1,2031,Aérospatiale ,F-WRSN,944
1,9925,Douglas ,VT-ATT,10
1,9345,Douglas ,N49319,5
1,11050,Fokker ,VH-FNE,449
1,1023,Antonov ,CCCP-46747,547
1,3360,Boeing ,N3166,945
1,766,Antonov ,CCCP-11145,370
1,13933,NAMC ,PK-MYN,946
1,10775,Fokker ,5N-AAX,449
1,9373,Douglas ,N57372,10
1,8307,Douglas ,5Y-DCA,84
1,840,Antonov ,CCCP-25588,537
1,7818,Douglas ,293246,32
1,12190,Learjet ,N123CB,947
1,13676,Lockheed ,ZK-CGV,67
