registration,admin_id,aircraft_id,operator,registration_id
VQ-TAA,1,1148,Turks & Caicos National Airline,14209
P-837,1,1690,Indonesian Navy,11650
N83GA,1,1206,Guardian Eagle Company,10818
UR-70427,1,537,Unknown,13887
EI-DRA,1,2478,Aeroméxico,5815
RA-87447,1,916,Bugulma Air Enterprise,12857
D-ALCO,1,1871,Lufthansa Cargo,5466
D-AFKE,1,1586,Contact Air,5448
N336DN,1,1520,North American Flight Services,9220
N726CB,1,2068,Henry Broadcasting Nevada Inc,10392
N349TA,1,1445,Bering Air,9256
2304072,1,2479,Iran AF,562
ZS-NRM,1,2480,SA Airlink,15444
9044,1,2481,Japanese Navy,2630
98-0008,1,2482,US Army,2681
N2TX,1,1457,Private,9076
ST-AUS,1,537,Bashmia Aero Spray,13234
354,1,2035,Afghan National Army Air Corps,703
FAU-531,1,1569,"Uruguayan AF, op.for UN",6519
YV1769,1,2179,Unknown,15291
PP-AFM,1,2483,Save Comercial e Importadora,12125
J5-GGU,1,786,Safari Airlines,7749
78-23135,1,2484,US Army,2466
75,1,2485,Nicaraguan AF,2452
PZ-TST,1,1587,Blue Wing Airlines,12554
HK-1149,1,64,SADELCA Colombia,7187
RP-C550,1,64,Victoria Air,12980
N701GC,1,1871,Centurion Air Cargo,10286
ST-AKW,1,1301,"AZZA Transport, op.for Sudan Airways",13213
PJ-SUN,1,1148,Divi Divi Air,11844
RP-C2282,1,2448,Island Aviation,12955
RA-02807,1,1842,S-Air,12589
N729MS,1,1457,Mazak Properties,10399
HL7763,1,2195,Asiana Airlines,7507
2725,1,2486,Brazilian AF,625
1705,1,1413,US Coast Guard,426
RF-76801,1,1698,Russian Ministry of Interior,12912
EY-47693,1,969,Daallo Airlines,6067
P-4202,1,2487,Indonesian Police,11643
84-0094,1,1566,USAF,2541
Z-WPJ,1,2457,Air Zimbabwe,15328
N120FB,1,1503,Albatross Adventures,8383
J5-GCU,1,2488,Africa Air Assistance,7748
RA-86894,1,1575,Russian AF,12854
5Y-VVQ,1,1880,Blue Bird Aviation,2101
N337MT,1,2068,MDTR Holdings,9223
VT-KAC,1,2354,Kingfisher Airlines,14416
5Y-JLD,1,2015,"JetLink Express, op.for Rwandair Express",2061
ZS-OTU,1,1687,"Aviation at Work, op.for Air Nave",15459
F-GOGN,1,2489,Boogie Performance,6308
VH-NGA,1,1538,Pel-Air,14043
EP-CFO,1,1586,Iran Air,5897
9Q-CAB,1,1588,CAA,2825
N355PH,1,2490,"Win Win Aviation, op.for USAF",9271
MM62176,1,2491,Italian AF,8217
Z-BAV,1,1871,Avient Aviation,15325
PR-MTK,1,2492,TAF Linhas Aéreas,12371
ZS-SJW,1,2171,SA Airlink,15475
C-GPBA,1,1128,Exact Air,3715
RP-C2296,1,2350,INAEC Aviation Corporation,12956
C-GTSF,1,1778,Air Transat,3765
N28RK,1,984,FL Aviation Group,9046
5Y-YKM,1,2493,748 Air Services,2103
C6-JER,1,1390,Western Air,3826
PK-MDH,1,2494,Merpati Nusantara,11976
N977AN,1,2495,American Airlines,11254
N820NW,1,2496,Northwest Airlines,10765
DQ-GLL ?,1,1799,Pacific Island Seaplanes,5648
9Q-CAA,1,2497,CAA,2824
N227ML,1,1390,Locair,8864
ST-AQQ,1,1600,El Magal Aviation,13222
N720RA,1,1245,Royal Air Freight,10374
A2-AKG,1,1687,Mack Air,2994
C6-SBE,1,1689,SkyBahamas Airlines,3830
XA-PCC,1,752,Aerotaxis Dos Mil,14659
N816UA,1,2498,United Airlines,10751
5Y-EMD,1,1619,"CMC Aviation, op.for ECHO Flight",2044
VH-NTQ,1,1687,Broome Aviation,14050
N586BC,1,1544,Blue Cross and Blue Shield of Iowa,9966
XA-WAC,1,2499,Aeroméxico Connect,14743
N112AX,1,1695,ACE Air Cargo,8340
LX-OCV,1,2500,Cargolux,8128
RA-85787,1,1639,"Kolavia, op.for Taban Air",12841
ET-ANB,1,2411,Ethiopian Airlines,6018
PT-TAF,1,1121,Piquiatuba Táxi Aéreo,12520
404,1,506,South African AF,772
18,1,1300,Philippine AF,466
G-LOFB,1,915,Atlantic Airlines,6875
4L-IFE,1,1474,"Aquiline International, op.for Manunggal Air",1268
D2-FES,1,916,Guicango,5591
1506,1,649,Polish AF,343
RA-47360,1,969,Yakutia Airlines,12729
N400GX,1,2459,Churchill Aviation,9401
N62YC,1,2501,Vesey Air,10093
N106RW,1,2455,MMRB Services,8302
N109CP,1,1748,THV Seminars,8308
N800LA,1,2421,BAE Systems,10676
N708FX,1,1647,FedEx,10318
N620K,1,2459,Eastman Kodak,10064
N528JR,1,2502,Joluk Air,9827
OY-KHP,1,2503,SAS,11619
PK-YRP,1,1809,Trigana Air Service,12105
XA-SHJ,1,1586,MexicanaClick,14682
OK-ACH,1,2504,Time Air,11512
N207DR,1,1687,Grant Aviation,8796
PR-UUT,1,2483,Air Minas Linhas Aéreas,12385
N892FE,1,1647,"FedEx, opb West Air",10972
C-FAKB,1,971,Flightline Investments,3346
TC-ACB,1,2278,ACT Airlines,13533
5H-MVZ,1,1125,Air Tanzania,1872
B-18723,1,2505,China Airlines,3209
5Y-BRN,1,2506,Safe Air Company,2026
PT-LJK,1,1245,Líder Táxi Aéreo,12461
NAF 950,1,2507,Nigerian AF,11324
N663SA,1,1157,Servant Air,10175
SP-FDO,1,1474,"EXIN, op.for DHL Airways",13107
N376HA,1,1245,Bluegrass Aviation Partners,9327
VH-ANB,1,1911,Airnorth,13960
RA-64011,1,2204,Aviastar-TU,12748
C-GCJZ,1,2508,Cargojet Airways,3588
5Y-BLA,1,1543,Aircraft Leasing Services,2018
RA-74017,1,1741,Polartrans,12787
XA-UNC,1,1391,Aero Ermes,14731
101,1,2004,Polish AF,69
165513,1,2221,US Navy,416
C-GKBC,1,971,Kenn Borek Air,3662
PK-MDE,1,2049,Merpati Nusantara,11975
XA-TUE,1,2278,Aerounion,14716
B-HLL,1,2509,Cathay Pacific,3309
RF-00259,1,109,private,12895
9N-ABX,1,971,Nepal Airlines,2792
UP-AN216,1,1031,"Almaty Aviation, op.for Interisland Airlines",13850
F-OIAN,1,2068,Air Alizé,6369
F-GLIF,1,1206,Trans Hélicoptère Service,6299
HK-4536,1,2192,SATENA,7413
RA-40373,1,537,IE Batak SG,12691
XV304,1,2510,RAF,14896
C-FSJB,1,971,Kenn Borek Air,3525
5A-ONG,1,2125,Afriqiyah Airways,1853
PZ-TSV,1,1587,Blue Wing Airlines,12555
SX-ARO,1,1799,ArGo Airways,13318
YA-PIS,1,680,Pamir Airways,15006
N308RH,1,1206,CSSRJ Aviation,9112
PT-GKQ,1,1243,Táxi Aéreo Weiss,12417
D2-FFT,1,1206,Grupo Chicoil,5593
VT-AXV,1,2511,Air India Express,14256
S9-BAT,1,1083,"National Airlines (National Air Cargo), opb Transafrik",13031
CN-RMF,1,2256,RAM,5162
OB-1922-P,1,1687,Aerodiana,11382
ENBV-0063,1,2512,Venezuela Army,5869
ZS-ZOC,1,1264,West Cape Ferries,15483
XA-TWK,1,1687,"Grupo Aéreo Xiknal, op.for Servicios Aéreos Milenio",14717
YU-BSG,1,2504,Prince Aviation,15167
9Q-COA,1,1597,Safe Air Company,2881
N847HK,1,2192,"United Express, opb Trans States Airlines",10843
N810GA,1,1520,V1 Jet Management,10727
FAP-300,1,1718,Peruvian AF,6499
D-AIRT,1,2206,Lufthansa,5459
TC-SNM,1,2513,SunExpress,13608
D-CXXX,1,64,Air Service Berlin,5519
TN-AFA,1,2489,Aéro-Service,13734
N3730B,1,2514,Delta Air Lines,9312
9Q-COQ,1,1588,Hewa Bora Airways,2886
C-FGIN,1,1128,Aéropro,3411
UP-A0161,1,537,Flamingo,13842
N1386C,1,2515,"Neptune Aviation Services, opf",8506
RA-62631,1,537,Vladimir Aviation Forest Protection,12747
85-0155,1,2070,US Army,2555
53,1,466,Romanian AF,1527
HS-VAC,1,2516,"Saudi Arabian, lsf Phuket Airlines",7609
RP-C7254,1,2354,Cebu Pacific Air,12989
9Q-CJV,1,843,Air Kasai,2866
RA-11376,1,1600,Khabarovsk Avia,12615
D-ALCQ,1,1871,Lufthansa Cargo,5467
N6JR,1,2517,Roush Fenway Racing,10273
AP-BJB,1,2195,Airblue,3139
00-0173,1,2281,USAF,36
TS-IEA,1,2518,"Mauritania Airways, lsf Tunis Air",13763
3X-GEQ,1,1031,Unknown,763
C-FKFY,1,2519,Conair Aviation,3448
N709RR,1,977,All West Freight,10324
RA-46524,1,969,Katekavia,12718
UR-17915,1,537,private,13866
LY-DOT,1,1809,Danu Oro Transportas,8136
N455A,1,2373,GCI Communication Corp.,9580
PT-LXO,1,1744,OceanAir Táxi Aéreo,12474
4K-AZ04,1,2433,Azerbaijan Airlines,1256
F-HAIR,1,1509,Natixis Lease,6325
HK-4682,1,2520,AIRES Colombia,7418
B-3130,1,2413,Henan Airlines,3270
9N-AHE,1,1803,Agni Air,2812
9Q-CCN,1,2521,Filair,2842
PR-PSJ,1,2499,Passaredo Linhas Aéreas,12378
SP-FDP,1,1474,EXIN,13108
EP-ASL,1,1586,Iran Aseman Airlines,5892
P2-TAA,1,1430,Trans Air,11721
N571UP,1,2522,UPS,9940
I-DPCQ,1,2013,"Civil Protection Department, op.for SOREM",7687
F-OIXZ,1,1687,Tropic Airlines,6371
RA-85684,1,1639,Alrosa Mirny Air Enterprise,12838
FAC5747,1,2523,Colombian AF,6475
YV1010,1,2023,Conviasa,15269
LN-WIF,1,2524,Widerøes Flyveselskap,7989
C-FSIK,1,1457,Max Aviation,3524
EI-EDM,1,2525,Windjet,5820
N262Y,1,1430,Colnan,8961
RA-67701,1,1687,Veltal-Avia,12778
G-OOBK,1,2526,Thomson Airways,6891
XA-TKY,1,1303,Aviones Taxi AIFE,14712
5X-TUC,1,921,"National Airlines (National Air Cargo), opb Transafrik",2004
AF-215,1,1974,Zambian Air Force,3064
9Q-CUA,1,1217,TRACEP-Congo Aviation,2903
CX-CAP,1,300,Paracaidismo Casares,5410
C-FAFD,1,1104,Kenn Borek Air,3338
P-4204,1,2487,Indonesian Police,11644
TC-JCV,1,2527,THY,13575
PK-LIQ,1,1648,Lion Air,11962
CU-T1549,1,1870,Aerocaribbean,5380
VH-OQA,1,2528,Qantas,14057
C-GZVH,1,971,"Kenn Borek Air, op.for Aklak Air",3812
C-FKBK,1,1518,"Kenn Borek Air, op.for Aklak Air",3442
C-GHOC,1,1128,"Kenn Borek Air, op.for Aklak Air",3632
AP-BJD,1,1695,JS Air,3140
N115GS,1,1390,LC Busre,8352
HK-4700,1,64,LASER,7420
N604JW,1,2151,Aviation Enterprises,10008
8R-GGK,1,1532,Guyana AF,2618
ST-ARQ,1,764,Tarco Air,13228
N781C,1,1390,LC Busre,10617
VH-VHB,1,2529,Skytraders,14099
N25PJ,1,983,Premier Jets,8948
7O-ADD/1160,1,1092,Yemen AF,2480
G-VUEM,1,1303,Frandley Aviation Partnership,6914
7T-WHA,1,1743,Algerian AF,2516
FAM-3101,1,1914,Mexican AF,6495
D-ABVM,1,2358,Lufthansa,5434
4L-GNI,1,1539,Sun Way,1267
C9-AUO,1,1695,Kaya Airlines,3837
RA-85744,1,1639,Dagestan Airlines,12840
LV-BIY,1,2530,La Estrella S.A. Compañía de Seguros de Retiro,8022
CN-TWO,1,2531,"Ministry of Marine, Fisheries and Merchant Navy",5166
PK-GWO,1,1859,Garuda,11916
RA-47305,1,969,Nordavia,12727
9N-AFX,1,1420,Tara Air,2808
OD-MEA,1,2180,MEA,11470
C-GQAJ,1,1264,Perimeter Airlines,3726
D-IAYL,1,2532,Windrose Air,5535
RA-07331,1,724,2nd Sverdlovsk Aviation Enterprise,12595
RA-07637,1,702,2nd Sverdlovsk Aviation Enterprise,12597
RA-09343,1,1190,Russian AF,12603
RA-85588,1,1333,Kolavia,12833
C-GSAU,1,2068,Saskatchewan Gvt.,3743
N831NN,1,2495,American Airlines,10801
TC-JGZ,1,2533,THY,13584
N800GP,1,1245,Priester Aviation,10674
N715HE,1,1687,Hageland Aviation Services,10358
F-GMPO,1,1544,GCE Bail SA,6303
EP-IRP,1,1944,Iran Air,5918
9M-AHH,1,2534,AirAsia,2740
ZS-SGX,1,2535,Safair,15474
PR-ART,1,1544,CMN Construtora Meio Norte,12354
C-GNNP,1,1799,Liard Air,3700
N8277Q,1,2536,Tiger Contract Cargo,10786
5Y-OER,1,1687,Airworks,2074
FAE449,1,970,Ecuador Air Force,6482
5X-FFD,1,2537,Fly540,2001
N127DK,1,1909,Prime Aviation,8439
OD-SKY,1,2538,Sky Lounge Services,11471
C-FWAX,1,1880,Wasaya Airways,3554
EC-ITP,1,2539,"Flightline, op.for Manx2",5771
HR-AUQ,1,2243,Central American Airways,7558
9Q-CIF,1,1217,African Air Services Commuter,2858
N535GA,1,2540,Gulfstream Aerospace,9844
HB-VOV,1,2541,Swiss Private Aviation,7061
HZ-AIS,1,2183,Saudi Arabian,7630
XB-GHO,1,1033,Rutas Aereas Mayas,14759
PR-TTI,1,1870,TRIP Linhas Aéreas,12384
CP-2473,1,1969,Línea Aérea Amaszonas,5240
OY-NPB,1,1390,"North Flying, op.for Air Norway",11624
S5-BAX,1,1636,GIO Business Aviation,13023
TF-JMB,1,2542,Flugfélag Íslands - Air Iceland,13634
61708,1,2543,VASO,2175
YV196T,1,1206,Wyngs Aviation,15296
N157KM,1,861,Desert Sand Aircraft Leasing,8583
N671AV,1,1390,Ameriflight,10198
JA869A,1,2299,Japan Coast Guard,7825
JA8897,1,1520,Kyoritsu Air Survey,7832
JA889B,1,1520,Tokyo Century Lease,7834
PK-MAD,1,2310,MAF,11971
JA8881,1,1872,Japan Digital Laboratory,7831
N818RC,1,2544,Tri Marine Management Co.,10755
N849BM,1,1206,Carde Equipment Sales,10848
5A-DKG,1,916,Air Libya,1822
5A-DKM,1,2545,Air Libya,1824
5A-DKY,1,2546,Air Libya,1828
5A-DNA,1,1539,Buraq Air,1834
C-GNRL,1,2274,Nolinor Aviation,3701
TN-AGK,1,1031,Trans Air Congo,13739
N173UP,1,2547,UPS,8654
N303FZ,1,2198,Aviation Transport Solutions,9101
B-7026,1,1430,Zhong Fei General Aviation Co.,3298
UR-54873,1,537,Mykolayiv-Aero,13882
C-GMCW,1,2373,Black Sheep Aviation & Cattle Co.,3690
N632SW,1,2548,Southwest Airlines,10103
C-FDKM,1,2549,Fugro Aviation Canada,3384
N652GD,1,2550,Gulfstream Aerospace,10150
4L-GAE,1,2015,"Georgian Airways, op.for UN",1266
N71CC,1,1044,Sabre 60 Jet,10367
C-FIVM,1,2551,Air Canada,3429
N122AN,1,702,Vertol Systems Company,8396
F-GZCB,1,2470,Air France,6321
RA-88241,1,1232,Petropavlovsk-Kamchatsky Air Ent.,12867
VP-MNI,1,1215,FlyMontserrat,14180
B-2078,1,2552,China Cargo Airlines,3216
62-1806,1,649,USAF,2184
62-1851,1,649,USAF,2195
N208TF,1,1647,Martinaire,8811
UR-DNK,1,2553,Dniproavia,13911
VT-NES,1,1687,Northeast Shuttles,14419
N829SE,1,1366,JODA,10794
PK-MZK,1,2457,Merpati Nusantara,11990
OO-VLE,1,1787,CityJet,11589
N786SR,1,1544,North Slope Borough,10630
RA-68122,1,537,private,12780
LV-CEJ,1,1689,SOL Líneas Aéreas,8026
N707AR,1,658,Omega Air Refueling,10313
PT-OSG,1,1687,MEGA Linhas Aéreas,12508
N224MD,1,2483,JetSuite,8860
N87AW,1,1799,Alaska West Air,10936
N168TT,1,2447,Private,8627
TR-LII,1,1174,"DHL Aviation, opb Solenta Aviation",13756
AN-204,1,2284,Ecuador Navy,3071
D-IOLO,1,1656,OLT,5563
C-GUYR,1,1520,Air Labrador,3777
N600UA,1,1117,Universal Airlines,9997
N15L,1,1128,Dynamic Avlease,8590
N129SG,1,2190,Deer Horn Aviation,8458
RF-00447,1,466,DOSAAF,12901
C-GRIS,1,1020,Skycharter,3738
RA-65691,1,1557,"RusAir, op.for RusLine",12763
RA-40420,1,537,Avialesookhrana,12693
C-FMCB,1,1687,Missinippi Airways,3463
4K-AZ55,1,1539,Silk Way,1263
9Q-COP,1,2554,Hewa Bora Airways,2885
SP-AOW,1,702,Aeroklub Kielecki,13097
5N-BEX,1,1505,Associated Aviation,1932
RA-47302,1,969,Angara Airlines,12726
8Q-TMD,1,1420,Trans Maldivian Airways,2599
N110UN,1,1209,Robinson Air Crane,8321
PR-NOB,1,2243,NOAR Linhas Aéreas,12372
SP-LFH,1,1877,Eurolot,13127
5N-BMM,1,2555,Bristow Helicopters,1942
N185DN,1,2556,Delta Air Lines,8691
N132EV,1,2557,"Delta Connection, opb ASA",8482
EI-SLM,1,1870,"Air Contractors, op.for Aer Arann",5831
3009,1,1660,South African AF,645
CNA-OQ,1,1092,Moroccan AF,5168
RA-33046,1,537,Vostok-Zapad,12672
HL7604,1,2468,Asiana Airlines,7502
SU-GBP,1,2558,EgyptAir,13312
9Y-PBM,1,2513,Caribbean Airlines,2969
EC-ITU,1,2214,Air Nostrum,5772
2735,1,2486,Brazilian AF,626
C-GKFP,1,609,Nolinor Aviation,3675
RA-46561,1,969,IrAero,12719
RA-11125,1,1038,"KnAAPO, op.for Avis Amur",12609
8R-GHD,1,1065,Trans Guyana Airways,2620
-,1,109,Sayanian Cedar,13
9M-MDM,1,1420,MASwings,2755
5A-IAY,1,2237,Afriqiyah Airways,1844
5A-DLZ,1,1854,Libyan Arab Airlines,1832
5A-ONK,1,2034,Afriqiyah Airways,1854
RA-01105,1,537,Aviakompaniya Pilot,12566
A9C-AG,1,2034,Gulf Air,3048
RF-00844,1,466,DOSAAF,12904
966,1,2559,Chilean AF,2672
UR-17739,1,537,Unikom-Avia,13865
N840HK,1,2192,"United Express, opb Trans States Airlines",10826
CP-2548,1,2539,Aerocon,5242
RA-42434,1,1779,YAK Service,12710
PK-VVE,1,1687,Susi Air,12081
D-FONC,1,1062,Classic Wings,5525
F-GTAT,1,2297,Air France,6318
T-500,1,2560,Angolan AF,13398
HC-CEZ,1,2413,TAME Ecuador,7113
N535LC,1,1209,private,9845
HH-APA,1,932,SALSA d'Haiti,7121
C-GARW,1,971,Arctic Sunwest Charters,3573
N361TT,1,2373,Servant Air,9289
9N-AEK,1,1880,Buddha Air,2800
YV136T,1,1987,Aeropostal,15280
PK-TLF,1,1319,Nusantara Buana Air,12052
ST-ASD,1,1787,Sudan Airways,13230
XA-NCC,1,986,Aerotaxis Dos Mil,14654
C-GATV,1,1687,Air Tindi,3575
RA-81514,1,537,private,12813
TC-SKF,1,1864,Sky Airlines,13607
ZS-PYO,1,1911,Nationale et Regionale Transport,15470
P2-MCJ,1,1619,Airlines PNG,11702
A2-AKD,1,1687,Moremi Air,2993
VT-CLC,1,1430,Club One Air,14280
RA-65143,1,1557,Yamal Airlines,12757
PR-JJV,1,2561,Hospitais Associados de Pernambuco,12361
RAN-49,1,2385,Nepal Army,12880
HS-TPD,1,2087,Civil Aviation Training Center,7606
HS-SLA,1,2312,Siam Land Flying Company,7586
C-GXRX,1,1104,Northern Thunderbird Air,3798
4L-SKN,1,1539,Sky Georgia,1271
N480JJ,1,2562,Jimmie Johnson Racing II,9658
SP-LPC,1,1843,LOT,13137
5Y-VVK,1,1787,Blue Bird Aviation,2100
N331NW,1,1681,Delta Air Lines,9197
N600KM,1,1636,Kreuter Engineering,9993
9N-AJM,1,1687,Makalu Air,2816
PK-VVG,1,1687,Susi Air,12082
N811DE,1,1401,Wings Over Africa,10735
FAB-043,1,2563,Bolivian AF,6402
PK-NCZ,1,1716,Merpati Nusantara,11998
9Q-CEM,1,1128,Air Tropiques,2848
N583NW,1,2564,Delta Air Lines,9961
N303DQ,1,2565,Delta Air Lines,9099
F-GRHS,1,2433,Air France,6313
K2721,1,1537,Indian AF,7874
N275PM,1,1520,"Spokane Turbine Skydiving, op.for Skydive Mesquite",8999
-577235,1,2566,USAF,20
PK-CKM,1,2567,Sriwijaya Air,11860
SU-BOZ,1,1828,AMC Aviation,13305
EX-020,1,1557,Kyrgyzstan,6049
N877G,1,2032,Citation 7063 Corp.,10928
FAB-96,1,2457,TAM,6409
5Y-BSA,1,2098,Blue Sky Aviation,2027
JA720A,1,2568,Japan Coast Guard,7780
EC-JJS,1,1828,"Swiftair, op.for Gryphon Airlines",5774
N8524A,1,2214,Pinnacle Airlines,10858
9Q-CUN,1,1587,TRACEP-Congo Aviation,2906
JA8384,1,1681,All Nippon,7815
RA-17771,1,537,AeroGeo,12634
8Q-MAT,1,809,Maldivian Air Taxi,2593
N2SA,1,1909,"Trident Aviation Services, op.for Katanga Express",9073
PR-MAR,1,2136,TAM Brasil,12363
N75LJ,1,1384,Jet ICU Air Ambulance Service,10547
RP-C3227,1,2034,Airphil Express,12968
YR-SBK,1,1929,Carpatair,15115
G-EZFV,1,2433,easyJet,6852
RF-01152,1,1905,DOSAAF,12906
XY-AIT,1,2354,Air KBZ,14984
130342,1,2569,RCAF,199
PT-PTB,1,1687,CTA - Cleiton Taxi Aéreo,12513
N288CX,1,2438,Asia Today,9041
N72EP,1,1836,Jeffy Jet,10401
G-CCPW,1,1560,"Links Air, op.for Manx2",6834
FAP-317,1,970,Peruvian AF,6503
N70JL,1,1104,Southern Air Charter,10330
N309DE,1,2565,Delta Air Lines,9114
N153JR,1,1079,Jet One Express,8564
5630,1,2570,Norwegian AF,1719
N7700T,1,1303,private,10579
AEE-503,1,1758,Ecuador Army,3061
C-GCMZ,1,1602,Northern Thunderbird Air,3591
FLA-1041K,1,109,private,6521
CC-AEB,1,2312,INAER Helicopter Chile,3860
N406WA,1,178,Jet One Express,9443
N208JS,1,1520,private,8804
ST-NEX,1,1787,Feeder Airlines,13242
LN-NON,1,2571,Norwegian Air Shuttle,7968
LN-RCY,1,2572,SAS,7973
JA701J,1,2573,JAL,7779
VP-BYZ,1,2390,UTair Aviation,14154
5Y-BZR,1,647,Timbis Air Services,2034
5H-MWG,1,2081,Air Tanzania,1873
G-ZAPZ,1,2574,Titan Airways,6920
N684BR,1,2214,"Delta Connection, opb ExpressJet Airlines",10226
5Y-SRJ,1,883,Sky Relief Services,2085
AP-BKC,1,2575,Bhoja Airlines,3143
CP-1319,1,52,SkyTeam Cargo,5190
AP-BJN,1,2576,Shaheen Air,3141
YR-BOR,1,537,Aerogetic,15093
UR-81515,1,537,Proskuriv Avia,13894
XB-MNP,1,1407,Unknown,14772
3X-GEB,1,969,Jubba Airways,762
L16-2/52,1,2577,Thai AF,7916
TC-OAG,1,1978,"Onur Air, op.for Saudi Arabian",13598
5Y-NGO,1,1687,"Airworks, op.for UN WFP",2069
97004,1,2578,Sukhoi Civil Aircraft,2677
N171FL,1,1903,Contract Air Cargo,8641
9N-AIG,1,1733,Agni Air,2815
P2-MCZ,1,971,Airlines PNG,11703
I-ADCD,1,2354,Air Dolomiti,7641
N617FB,1,1525,Air Cargo Carriers,10052
HA-MEA,1,300,Sky Escort Aero-Club Hungary,6987
04 Black,1,1310,Russian AF,45
144601,1,2579,RCAF,295
D-FAAF,1,1647,Skydive Flyzone,5520
VT-ALH,1,2580,Air India,14233
N834AE,1,2581,American Eagle,10809
B-16481,1,2582,Eva Air,3191
PK-CJV,1,1648,Sriwijaya Air,11859
5N-BJN,1,2583,Allied Air,1938
5N-RAM,1,1828,Dana Air,1960
N14447,1,1707,"Neptune Aviation Services, opf",8533
N355MA,1,2051,Minden Air Corporation,9270
CX-LAS,1,1390,Air Class Líneas Aéreas,5411
N500SW,1,2584,Performance Aircraft Leasing,9728
OK-KFM,1,2469,CSA,11521
UR-SKD,1,1217,Ukrainska Shkola Pilotov,13921
V2-LGH,1,1804,LIAT,13932
RA-40312,1,537,Avia Zov,12689
C-FTTW,1,647,Wasaya Airways,3544
G-DRFC,1,2023,Blue Islands,6846
N826JH,1,1748,N79TE,10785
JA610A,1,2585,All Nippon,7776
9Q-CIT,1,742,ITAB,2861
A-2708,1,872,Indonesian AF,2983
EJC-1131,1,2310,Colombian Army,5836
RA-76761,1,1575,Russian AF,12803
B-3171,1,2413,Tianjin Airlines,3271
93-1458,1,1092,USAF,2642
AE-175,1,1678,Argentine Army,3054
N213WQ,1,2245,"United Express, opb Colgan Air",8826
8Q-TMT,1,971,Trans Maldivian Airways,2604
5T-MAE,1,1974,Mauritanian AF,1973
N823GA,1,1909,Universal Jet Aviation,10777
N110HM,1,1828,American Airlines,8320
N865AS,1,2214,SkyWest Airlines,10904
CC-CRQ,1,1612,Sky Airline,3901
RA-40934,1,537,Dalnevostochnaya,12705
RF-00138,1,2208,DOSAAF,12894
OO-LET,1,1544,ASL - Air Service Liege,11571
PR-DOC,1,2068,Vilma Alimentos,12358
EC-IBA,1,1102,Airnor,5769
CN-MBR,1,2586,Dalia Air,5160
N341NG,1,2467,"United Express, opb Colgan Air",9233
D-AIKE,1,2587,Lufthansa,5455
10049,1,2588,Pakistan AF,66
B-16825,1,2413,Mandarin Airlines,3194
ST-ARL,1,2589,Alfa Airlines,13225
5Y-UVP,1,2098,Mombasa Air Safari,2094
B-68801,1,1656,Dapeng Airlines,3295
AP-BHJ,1,2469,PIA,3133
SP-FMA,1,724,Aeroklub Bydgoski,13113
C-GUON,1,2005,"Air Canada Express, opb Jazz Aviation",3773
RA-28715,1,1587,Petropavlovsk-Kamchatsky Air Ent.,12659
D-CMMM,1,947,BIO Aerospace,5511
N428JD,1,2222,Dewberry Air,9493
YK-AKF,1,2136,Syrianair,15044
9N-ABQ,1,971,Tara Air,2789
N511QS,1,2211,NetJets,9777
VT-UPN,1,2532,Govt of Uttar Pradesh,14433
9N-AHA,1,2280,Sita Air,2810
RA-33601,1,537,Plant ELKAP,12681
N894AT,1,2590,Southwest Airlines,10978
ST-ARV,1,735,"AZZA Transport, op.for Sudan AF",13229
VP-MON,1,1148,FlyMontserrat,14181
PR-PNM,1,2483,PNM Consultoria,12377
N988AR,1,1871,Centurion Air Cargo,11275
TC-TJK,1,2591,Corendon Airlines,13615
F-GRZE,1,2442,"Brit Air, op.for Air France",6316
N800AW,1,2320,U.S. Department of State,10672
VH-NQE,1,1586,Network Aviation Australia,14047
EK12112,1,608,Air Mark Aviation,5849
5N-BMJ,1,1687,Taraba State Government,1941
TT-ABB,1,1880,Chad Government,13767
9Q-CAZ,1,1217,Cetraca Aviation Service,2832
C-FBCW,1,1928,Can-West Corporate Air Charter,3354
N793FE,1,1647,"FedEx, op.for Baron Aviation",10650
7T-WGF,1,2428,Algerian AF,2515
C-GTXW,1,2,Buffalo Airways,3769
PR-MRG,1,2417,Tropic Air Táxi Aéreo,12370
EC-JYC,1,1264,Zorex Air Transport,5776
ZS-TOG,1,2000,Global Aviation Leasing,15480
5Y-CAN,1,1787,Skyward International Aviation,2036
EI-EAC,1,2278,"Air Contractors, op.for DHL Aviation",5819
N6763L,1,1430,U.S. Customs,10205
C-GAGP,1,1687,Gogal Air Service,3569
3X-GFN,1,1174,"Trast Aero, op.for Ultimate Air",764
420,1,1218,Yemen AF,853
RA-26061,1,2323,Polyarnye Avialinii,12644
RA-33589,1,537,Aeroclub Maestro,12679
D6-HUA,1,1911,Inter Iles Air,5621
N1324G,1,1687,Martinaire,8480
EK-76300,1,1956,"Air Highnesses, op.for Aéro-Service",5844
N169LJ,1,1687,Era Alaska,8632
6840,1,2592,South African AF,2374
N411ZW,1,2309,"Air Wisconsin, op.for US Airways Express",9466
XC-UPJ,1,1065,Nayarit State Government,14814
N345MC,1,833,Starwood Management,9247
65-0981,1,2593,USAF,2307
OB-1887-P,1,2589,Amazon Sky,11381
N499SW,1,1457,Stinger Welding,9712
C-GEAI,1,1879,"Kenn Borek Air, op.for ALCI Aviation",3602
N753CC,1,1430,U.S. Customs,10527
C-GFWX,1,1390,Perimeter Aviation,3620
XY-AGC,1,1586,Air Bagan,14977
UP-72859,1,2218,Kazakhstan Border Guards,13837
